posicion_resultado,distribucion,numero_capas,clasificador,representacion,Accuracy,Accuracy_std,Sensitivity,Sensitivity_std,Specificity,Specificity_std,Precision,Precision_std,Score,Score_std,origen,posicion_arquitectura,mejor_resultado_arquitectura,seleccionada
128,13-12-6,3,UjaNet,DeepONMF_H3,0.9728,0.009444575162494,0.932,0.0236114379062351,0.983,0.0059028594765588,0.9340903988220683,0.0229414532464756,0.9575,0.014757148691397,anterior,128,True,False
129,17-13-3,3,UjaNet,DeepONMF_H3,0.9728,0.0076941536246685,0.932,0.0192353840616714,0.983,0.0048088460154177,0.9338894962384918,0.0180753733904189,0.9575,0.0120221150385445,anterior,129,True,False
130,13-11-8-6-4,5,UjaNet,DeepONMF_H5,0.9728,0.0081975606127676,0.932,0.0204939015319192,0.983,0.0051234753829798,0.9332991929578291,0.0196822350426012,0.9575,0.0128086884574494,nueva_5_capas,130,True,False
131,16-8-3,3,UjaNet,DeepONMF_H3,0.9728,0.0079498427657407,0.932,0.0198746069143517,0.983,0.0049686517285879,0.9331679923584002,0.0197833125320969,0.9575,0.0124216293214698,anterior,131,True,False
132,7-6-5-2,4,UjaNet,DeepONMF_H4,0.9728,0.011713240371477,0.932,0.0292831009286926,0.983,0.0073207752321731,0.93292795039853,0.0288796012691021,0.9575,0.0183019380804328,nueva_4_capas,132,True,False
133,12-10-9-6-4,5,UjaNet,DeepONMF_H5,0.9728,0.0096540147089177,0.9319999999999998,0.0241350367722943,0.983,0.0060337591930735,0.9346827460708168,0.0228954602058201,0.9575,0.015084397982684,nueva_5_capas,133,True,False
134,13-11-5,3,UjaNet,DeepONMF_H3,0.9728,0.0072938330115242,0.9319999999999998,0.0182345825288104,0.983,0.0045586456322027,0.932852399130454,0.018451841643194,0.9575,0.0113966140805065,anterior,134,True,False
135,5-3,2,UjaNet,DeepONMF_H2,0.9724,0.0125219806739987,0.931,0.031304951684997,0.98275,0.0078262379212492,0.9341544568849868,0.0275227238583223,0.956875,0.0195655948031231,anterior,135,True,False
136,12-10-8-6-3,5,UjaNet,DeepONMF_H5,0.9724,0.008294576541331,0.931,0.0207364413533277,0.98275,0.0051841103383319,0.9330905596633906,0.0191428410122904,0.956875,0.0129602758458298,nueva_5_capas,136,True,False
137,15-11-8-6-4,5,UjaNet,DeepONMF_H5,0.9724,0.0089888820216976,0.931,0.0224722050542442,0.98275,0.005618051263561,0.9328335609651276,0.0218489118335121,0.956875,0.0140451281589026,nueva_5_capas,137,True,False
138,10-8-6-4,4,UjaNet,DeepONMF_H4,0.9724,0.0072663608498339,0.931,0.018165902124585,0.98275,0.0045414755311461,0.9323853909179228,0.0170420532744319,0.956875,0.0113536888278655,anterior,138,True,False
139,10-7-5-3,4,UjaNet,DeepONMF_H4,0.9724,0.0053665631459995,0.931,0.0134164078649987,0.98275,0.0033541019662496,0.9317014035228204,0.0132332175815929,0.956875,0.0083852549156241,nueva_4_capas,139,True,False
140,10-9-7-5,4,UjaNet,DeepONMF_H4,0.9724,0.0077974354758471,0.931,0.019493588689618,0.98275,0.0048733971724045,0.9314184868428532,0.0198730674758817,0.956875,0.0121834929310112,anterior,140,True,False
141,16-15-7,3,UjaNet,DeepONMF_H3,0.9724,0.0089888820216978,0.9309999999999998,0.0224722050542441,0.98275,0.005618051263561,0.9329652463048088,0.0214794406482786,0.956875,0.0140451281589026,anterior,141,True,False
142,12-11-8-6-4,5,UjaNet,DeepONMF_H5,0.9724,0.012033287165193,0.9309999999999998,0.0300832179129826,0.98275,0.0075208044782456,0.9325667795680632,0.0293335519227629,0.956875,0.0188020111956141,nueva_5_capas,142,True,False
143,6-5-3,3,UjaNet,DeepONMF_H3,0.9724,0.0104307238483242,0.9309999999999998,0.0260768096208106,0.98275,0.0065192024052026,0.9321582102508902,0.0253165804372131,0.956875,0.0162980060130066,anterior,143,True,False
144,5-4,2,UjaNet,DeepONMF_H2,0.9724,0.0093166517590816,0.9309999999999998,0.0232916293977042,0.98275,0.005822907349426,0.9320906422357668,0.0226400756994827,0.956875,0.0145572683735651,anterior,144,True,False
145,8-7,2,UjaNet,DeepONMF_H2,0.9724,0.0102371871136557,0.9309999999999998,0.0255929677841394,0.98275,0.0063982419460349,0.931609787414463,0.0256218468916684,0.956875,0.0159956048650871,anterior,145,True,False
146,11-8-3,3,UjaNet,DeepONMF_H3,0.972,0.0121655250605964,0.93,0.0304138126514911,0.9825000000000002,0.0076034531628727,0.9315058363979608,0.0298573595212735,0.95625,0.0190086329071819,anterior,146,True,False
147,14-8-3,3,UjaNet,DeepONMF_H3,0.972,0.0067823299831252,0.93,0.0169558249578132,0.9825000000000002,0.0042389562394532,0.9309949395991765,0.0166073837726014,0.95625,0.0105973905986332,anterior,147,True,False
148,20-12-6,3,UjaNet,DeepONMF_H3,0.972,0.0135646599662505,0.93,0.0339116499156263,0.9825,0.0084779124789066,0.9328186121234496,0.0308460602109807,0.95625,0.0211947811972664,anterior,148,True,False
149,13-3,2,UjaNet,DeepONMF_H2,0.972,0.0103923048454132,0.93,0.0259807621135332,0.9825,0.0064951905283832,0.9327837586147636,0.0246005374931601,0.95625,0.0162379763209582,anterior,149,True,False
150,9-7-5-4,4,UjaNet,DeepONMF_H4,0.972,0.0115758369027902,0.93,0.0289395922569755,0.9825,0.0072348980642438,0.9321259335317156,0.0271741192817712,0.95625,0.0180872451606097,nueva_4_capas,150,True,False
151,16-10-5,3,UjaNet,DeepONMF_H3,0.972,0.0076157731058638,0.93,0.0190394327646597,0.9825,0.0047598581911649,0.9318288752598156,0.0181971476334125,0.95625,0.0118996454779123,anterior,151,True,False
152,8-7-5-4,4,UjaNet,DeepONMF_H4,0.972,0.0083666002653407,0.93,0.0209165006633519,0.9825,0.005229125165838,0.9316280050280136,0.020571471886933,0.95625,0.0130728129145949,nueva_4_capas,152,True,False
153,15-10-5,3,UjaNet,DeepONMF_H3,0.972,0.0133416640641262,0.93,0.0333541601603158,0.9825,0.008338540040079,0.931363653470468,0.0327267042399574,0.95625,0.0208463501001973,anterior,153,True,False
154,10-9-8-5-3,5,UjaNet,DeepONMF_H5,0.972,0.0046904157598234,0.93,0.0117260393995586,0.9825,0.0029315098498896,0.9313552399824304,0.0131617349938635,0.95625,0.0073287746247242,nueva_5_capas,154,True,False
155,12-10-7-6-4,5,UjaNet,DeepONMF_H5,0.972,0.0084852813742385,0.93,0.0212132034355964,0.9825,0.0053033008588991,0.9311545715961632,0.0204276237061837,0.95625,0.0132582521472477,nueva_5_capas,155,True,False
156,10-9-6-5-3,5,UjaNet,DeepONMF_H5,0.972,0.0050990195135927,0.93,0.0127475487839819,0.9825,0.0031868871959955,0.9306496712561436,0.012417551685737,0.95625,0.0079672179899887,nueva_5_capas,156,True,False
157,8-7-4-3,4,UjaNet,DeepONMF_H4,0.972,0.0074833147735478,0.93,0.0187082869338697,0.9825,0.0046770717334674,0.93031882078537,0.018949920235784,0.95625,0.0116926793336685,nueva_4_capas,157,True,False
158,19-16-15-14,4,UjaNet,DeepONMF_H4,0.972,0.0090553851381373,0.93,0.0226384628453435,0.9825,0.0056596157113359,0.9302007944518618,0.022831960017121,0.95625,0.0141490392783396,nueva_4_capas,158,True,False
159,17-16-14-7,4,UjaNet,DeepONMF_H4,0.9716,0.010334408546211,0.929,0.0258360213655276,0.9822500000000002,0.0064590053413819,0.9311864704130166,0.0254193424905526,0.955625,0.0161475133534547,nueva_4_capas,159,True,False
160,14-11-8-5,4,UjaNet,DeepONMF_H4,0.9716,0.0077974354758471,0.929,0.0194935886896179,0.98225,0.0048733971724045,0.9318353816945876,0.0179142398977122,0.955625,0.0121834929310112,anterior,160,True,False
161,20-13-3-2,4,UjaNet,DeepONMF_H4,0.9716,0.0148593404968054,0.929,0.0371483512420134,0.98225,0.0092870878105033,0.9314397205712768,0.0357662429168819,0.955625,0.0232177195262583,nueva_4_capas,161,True,False
162,15-14-13-12,4,UjaNet,DeepONMF_H4,0.9716,0.0093166517590817,0.929,0.0232916293977042,0.98225,0.005822907349426,0.9309782550696076,0.023618838632489,0.955625,0.0145572683735651,nueva_4_capas,162,True,False
163,18-12-7,3,UjaNet,DeepONMF_H3,0.9716,0.0065421708935184,0.929,0.0163554272337961,0.98225,0.004088856808449,0.930958384363439,0.0161739210607736,0.955625,0.0102221420211225,anterior,163,True,False
164,11-5,2,UjaNet,DeepONMF_H2,0.9716,0.0095289033996572,0.929,0.0238222584991431,0.98225,0.0059555646247858,0.9302764457291016,0.0229774445514022,0.955625,0.0148889115619644,anterior,164,True,False
165,13-8-3,3,UjaNet,DeepONMF_H3,0.9712,0.0088994381845148,0.9280000000000002,0.022248595461287,0.982,0.0055621488653216,0.9296875498120744,0.0216852748841096,0.955,0.0139053721633044,anterior,165,True,False
166,10-9-7-4-3,5,UjaNet,DeepONMF_H5,0.9712,0.0086717933554715,0.9280000000000002,0.0216794833886788,0.982,0.0054198708471697,0.9289937977075332,0.0213444753498764,0.955,0.0135496771179242,nueva_5_capas,166,True,False
167,20-10,2,UjaNet,DeepONMF_H2,0.9712,0.0157860698085368,0.928,0.0394651745213423,0.982,0.0098662936303356,0.931101678853592,0.035197898531776,0.955,0.0246657340758389,anterior,167,True,False
168,20-15-10-5,4,UjaNet,DeepONMF_H4,0.9712,0.006572670690062,0.928,0.016431676725155,0.982,0.0041079191812887,0.929366409164364,0.0160416024376741,0.955,0.0102697979532218,anterior,168,True,False
169,16-15-14-3-2,5,UjaNet,DeepONMF_H5,0.9712,0.0059329587896764,0.928,0.0148323969741913,0.982,0.0037080992435478,0.9293156433925158,0.0150593631730985,0.955,0.0092702481088695,nueva_5_capas,169,True,False
170,10-9-7-5-3,5,UjaNet,DeepONMF_H5,0.9712,0.0072938330115241,0.928,0.0182345825288104,0.982,0.0045586456322026,0.9292509030539898,0.018085506633214,0.955,0.0113966140805065,anterior,170,True,False
171,20-12-11-10-9,5,UjaNet,DeepONMF_H5,0.9712,0.012537942414926,0.928,0.031344856037315,0.982,0.0078362140093287,0.929176698833805,0.0305601531218497,0.955,0.0195905350233218,nueva_5_capas,171,True,False
172,15-4,2,UjaNet,DeepONMF_H2,0.9712,0.0106395488626162,0.928,0.0265988721565407,0.982,0.0066497180391352,0.9287768357928672,0.0266356937909672,0.955,0.0166242950978379,anterior,172,True,False
173,6-3,2,UjaNet,DeepONMF_H2,0.9712,0.0096540147089176,0.928,0.0241350367722943,0.982,0.0060337591930735,0.928638814025774,0.0240735622074011,0.955,0.0150843979826839,anterior,173,True,False
174,8-7-5-3,4,UjaNet,DeepONMF_H4,0.9712,0.009338094023943,0.928,0.0233452350598574,0.982,0.0058363087649642,0.9285232189072532,0.0238380012723823,0.9549999999999998,0.0145907719124109,anterior,174,True,False
175,12-10-8-7-4,5,UjaNet,DeepONMF_H5,0.9708,0.0150731549451334,0.927,0.0376828873628335,0.98175,0.0094207218407084,0.929396426524842,0.0360331702248704,0.954375,0.0235518046017709,nueva_5_capas,175,True,False
176,14-11-8-6-4,5,UjaNet,DeepONMF_H5,0.9708,0.0081975606127677,0.927,0.0204939015319192,0.98175,0.0051234753829797,0.9290180409838013,0.0196704192993825,0.954375,0.0128086884574494,anterior,176,True,False
177,20-19-18-17-16,5,UjaNet,DeepONMF_H5,0.9708,0.0033466401061363,0.927,0.0083666002653407,0.98175,0.0020916500663351,0.9284984192522018,0.0084763543206666,0.954375,0.0052291251658379,nueva_5_capas,177,True,False
178,7-6-5-3,4,UjaNet,DeepONMF_H4,0.9708,0.0092303846073714,0.927,0.0230759615184286,0.98175,0.0057689903796071,0.9283545353005076,0.0232236515357858,0.954375,0.0144224759490179,anterior,178,True,False
179,15-10-5-2,4,UjaNet,DeepONMF_H4,0.9708,0.0086717933554715,0.927,0.0216794833886787,0.98175,0.0054198708471697,0.928241942380853,0.0207026974334074,0.954375,0.0135496771179242,nueva_4_capas,179,True,False
180,16-15-14-2,4,UjaNet,DeepONMF_H4,0.9708,0.0124579292019179,0.927,0.0311448230047949,0.98175,0.0077862057511987,0.9275090195715168,0.0310388367178428,0.954375,0.0194655143779967,nueva_4_capas,180,True,False
181,14-9-5,3,UjaNet,DeepONMF_H3,0.9704,0.0077974354758471,0.926,0.0194935886896179,0.9815,0.0048733971724044,0.9288708117267488,0.0190512746643787,0.95375,0.0121834929310112,anterior,181,True,False
182,8-5-4-3,4,UjaNet,DeepONMF_H4,0.9704,0.0151261363209512,0.926,0.0378153408023781,0.9815,0.0094538352005946,0.9269429292168574,0.0377479240116464,0.95375,0.0236345880014863,nueva_4_capas,182,True,False
183,10-7-6-4,4,UjaNet,DeepONMF_H4,0.9704,0.0098386991009991,0.926,0.0245967477524977,0.9815,0.0061491869381243,0.926568929078945,0.0244051448274378,0.95375,0.015372967345311,nueva_4_capas,183,True,False
184,8-7-6-3,4,UjaNet,DeepONMF_H4,0.97,0.010295630140987,0.925,0.0257390753524675,0.98125,0.0064347688381169,0.927217826426176,0.0239448026158893,0.953125,0.0160869220952922,nueva_4_capas,184,True,False
185,14-11-7-6-4,5,UjaNet,DeepONMF_H5,0.97,0.0088317608663278,0.925,0.0220794021658196,0.98125,0.0055198505414549,0.927088664377592,0.0208134188702035,0.953125,0.0137996263536372,nueva_5_capas,185,True,False
186,15-14-13-12-11,5,UjaNet,DeepONMF_H5,0.97,0.0104880884817015,0.925,0.0262202212042538,0.98125,0.0065550553010634,0.9267506722868908,0.0253756757527848,0.953125,0.0163876382526586,nueva_5_capas,186,True,False
187,11-10-8-6-4,5,UjaNet,DeepONMF_H5,0.97,0.0092736184954957,0.925,0.0231840462387393,0.98125,0.0057960115596848,0.9266577977252964,0.022301373234372,0.953125,0.014490028899212,nueva_5_capas,187,True,False
188,10-6-4,3,UjaNet,DeepONMF_H3,0.97,0.011916375287813,0.925,0.0297909382195324,0.98125,0.0074477345548831,0.9265715592127396,0.0294490561860468,0.953125,0.0186193363872077,anterior,188,True,False
189,14-11-8-7-4,5,UjaNet,DeepONMF_H5,0.9696,0.0051768716422179,0.924,0.0129421791055448,0.981,0.0032355447763862,0.9256558566158566,0.0126366954585717,0.9525,0.0080888619409654,nueva_5_capas,189,True,False
190,7-5-3,3,UjaNet,DeepONMF_H3,0.9696,0.0108995412747509,0.924,0.0272488531868774,0.981,0.0068122132967193,0.925150912376694,0.0279615424416577,0.9525,0.0170305332417984,anterior,190,True,False
191,14-12-8-6-4,5,UjaNet,DeepONMF_H5,0.9696,0.0086486993241759,0.924,0.0216217483104396,0.981,0.0054054370776099,0.9248241896933124,0.0217387842137543,0.9525,0.0135135926940247,nueva_5_capas,191,True,False
192,16-11-4,3,UjaNet,DeepONMF_H3,0.9692,0.0100598210719674,0.923,0.0251495526799186,0.98075,0.0062873881699796,0.924764537353421,0.0240694423055845,0.951875,0.0157184704249491,anterior,192,True,False
193,10-9-7-6-3,5,UjaNet,DeepONMF_H5,0.9692,0.0086717933554715,0.923,0.0216794833886788,0.98075,0.0054198708471696,0.9240028951204876,0.0215344118850368,0.951875,0.0135496771179242,nueva_5_capas,193,True,False
194,20-19-18-11-9,5,UjaNet,DeepONMF_H5,0.9692,0.011713240371477,0.923,0.0292831009286926,0.98075,0.0073207752321731,0.923504648401654,0.030021593998642,0.951875,0.0183019380804328,nueva_5_capas,194,True,False
195,7-6-5-4,4,UjaNet,DeepONMF_H4,0.9688,0.0092303846073715,0.922,0.0230759615184286,0.9805,0.0057689903796071,0.9251432942792558,0.0227953884509178,0.95125,0.0144224759490179,nueva_4_capas,195,True,False
196,12-11,2,UjaNet,DeepONMF_H2,0.9688,0.0114542568506211,0.922,0.0286356421265527,0.9805,0.0071589105316382,0.9236117707381536,0.0277945066473034,0.95125,0.0178972763290954,anterior,196,True,False
197,14-8-5-3,4,UjaNet,DeepONMF_H4,0.9688,0.0087863530545955,0.922,0.0219658826364887,0.9805,0.0054914706591222,0.922794944976755,0.0218834205927769,0.95125,0.0137286766478054,anterior,197,True,False
198,18-14-9-5,4,UjaNet,DeepONMF_H4,0.9684,0.0097365291557105,0.921,0.0243413228892762,0.98025,0.006085330722319,0.924350594594348,0.022886740422034,0.950625,0.0152133268057976,anterior,198,True,False
199,9-7-5-3,4,UjaNet,DeepONMF_H4,0.9684,0.0089888820216977,0.921,0.0224722050542442,0.98025,0.005618051263561,0.922705594077832,0.0209902455015295,0.950625,0.0140451281589026,anterior,199,True,False
200,20-19-15-10,4,UjaNet,DeepONMF_H4,0.9684,0.0090994505328618,0.921,0.0227486263321546,0.98025,0.0056871565830386,0.9219996605028696,0.023179897669138,0.950625,0.0142178914575967,nueva_4_capas,200,True,False
201,10-8-5-4,4,UjaNet,DeepONMF_H4,0.9684,0.0116103402189599,0.921,0.0290258505474,0.9802499999999998,0.00725646263685,0.9229875259534916,0.028552392871601,0.950625,0.0181411565921249,nueva_4_capas,201,True,False
202,20-4-3-2,4,UjaNet,DeepONMF_H4,0.968,0.01113552872566,0.9200000000000002,0.0278388218141501,0.98,0.0069597054535376,0.9223009610364186,0.0268376247382745,0.95,0.0173992636338437,nueva_4_capas,202,True,False
203,7-5-4-2,4,UjaNet,DeepONMF_H4,0.968,0.01,0.92,0.0249999999999999,0.98,0.0062499999999999,0.9241438573900528,0.0230468343331985,0.95,0.015625,nueva_4_capas,203,True,False
204,8-7-5-2,4,UjaNet,DeepONMF_H4,0.968,0.0090553851381374,0.92,0.0226384628453435,0.98,0.0056596157113358,0.9240730834757984,0.0186715624693315,0.95,0.0141490392783397,nueva_4_capas,204,True,False
205,14-11-8-6-5,5,UjaNet,DeepONMF_H5,0.968,0.0083666002653407,0.92,0.0209165006633518,0.98,0.005229125165838,0.9232542478325294,0.0176555142558479,0.95,0.0130728129145949,nueva_5_capas,205,True,False
206,20-19-4-3-2,5,UjaNet,DeepONMF_H5,0.968,0.0097979589711327,0.92,0.0244948974278317,0.98,0.0061237243569579,0.921355439597211,0.0249783366903956,0.95,0.0153093108923948,nueva_5_capas,206,True,False
207,9-7-4-3,4,UjaNet,DeepONMF_H4,0.9676,0.0090994505328618,0.919,0.0227486263321547,0.97975,0.0056871565830385,0.9217292005070452,0.0215725589164634,0.949375,0.0142178914575966,nueva_4_capas,207,True,False
208,14-11-8-6-3,5,UjaNet,DeepONMF_H5,0.9676,0.0077974354758471,0.919,0.0194935886896179,0.97975,0.0048733971724044,0.9209400489323124,0.0180042225511751,0.949375,0.0121834929310112,nueva_5_capas,208,True,False
209,14-12-9-6-3,5,UjaNet,DeepONMF_H5,0.9676,0.008173126696681,0.919,0.0204328167417024,0.97975,0.0051082041854255,0.92076948160013,0.0192901815155527,0.949375,0.0127705104635641,nueva_5_capas,209,True,False
210,16-15-14-13-2,5,UjaNet,DeepONMF_H5,0.9676,0.0086486993241758,0.919,0.0216217483104396,0.97975,0.0054054370776098,0.920631220941116,0.0219401329154157,0.949375,0.0135135926940247,nueva_5_capas,210,True,False
211,10-9-7-5-2,5,UjaNet,DeepONMF_H5,0.9676,0.0096332756630338,0.919,0.0240831891575845,0.97975,0.0060207972893961,0.9198626402519884,0.0236190145961531,0.949375,0.0150519932234903,nueva_5_capas,211,True,False
212,20-5-4-3-2,5,UjaNet,DeepONMF_H5,0.9675999999999998,0.0068410525505948,0.919,0.0171026313764871,0.97975,0.0042756578441218,0.9220130756079012,0.0168868465724266,0.949375,0.0106891446103044,nueva_5_capas,212,True,False
213,20-19-11-10-9,5,UjaNet,DeepONMF_H5,0.9672,0.0141844985811977,0.918,0.0354612464529942,0.9795,0.0088653116132485,0.9219642857698374,0.0312686780815347,0.94875,0.0221632790331214,nueva_5_capas,213,True,False
214,15-11-4,3,UjaNet,DeepONMF_H3,0.9672,0.0162849623886577,0.918,0.0407124059716445,0.9795,0.010178101492911,0.92183032016885,0.036491369773941,0.94875,0.0254452537322778,anterior,214,True,False
215,20-19-12-2,4,UjaNet,DeepONMF_H4,0.9672,0.0088994381845148,0.918,0.0222485954612869,0.9795,0.0055621488653217,0.9208158601089018,0.0201003394282336,0.94875,0.0139053721633043,nueva_4_capas,215,True,False
216,14-11-9-6-4,5,UjaNet,DeepONMF_H5,0.9671999999999998,0.0083186537372342,0.918,0.0207966343430854,0.9795,0.0051991585857713,0.9205308635210708,0.0186124424942122,0.94875,0.0129978964644283,nueva_5_capas,216,True,False
217,14-11-8-5-4,5,UjaNet,DeepONMF_H5,0.9671999999999998,0.0092303846073714,0.918,0.0230759615184286,0.9795,0.0057689903796072,0.9194160706212005,0.0222663915389724,0.94875,0.0144224759490179,nueva_5_capas,217,True,False
218,20-19-18-2,4,UjaNet,DeepONMF_H4,0.9668,0.0076941536246685,0.917,0.0192353840616713,0.97925,0.0048088460154178,0.9186082821489872,0.0199398114123866,0.948125,0.0120221150385446,nueva_4_capas,218,True,False
219,9-7-5-2,4,SVM,DeepONMF_H4,0.9668,0.0057619441163551,0.917,0.0144048602908879,0.97925,0.0036012150727219,0.9177980637866632,0.0151959947263996,0.948125,0.0090030376818049,nueva_4_capas,90,False,False
220,20-12-4-3-2,5,UjaNet,DeepONMF_H5,0.966,0.0094868329805051,0.915,0.0237170824512628,0.97875,0.0059292706128157,0.9173784170722112,0.0228646596620031,0.946875,0.0148231765320392,nueva_5_capas,219,True,False
221,14-11-8-3,4,UjaNet,DeepONMF_H4,0.966,0.0076157731058638,0.915,0.0190394327646597,0.97875,0.0047598581911649,0.9162566010005544,0.0189249650015756,0.946875,0.0118996454779123,anterior,220,True,False
222,20-19-11-3-2,5,UjaNet,DeepONMF_H5,0.966,0.0083666002653407,0.915,0.0209165006633519,0.97875,0.0052291251658379,0.916157120949464,0.0212271056830098,0.946875,0.0130728129145949,nueva_5_capas,221,True,False
223,7-6-5-2,4,SVM,DeepONMF_H4,0.966,0.0031622776601683,0.915,0.0079056941504209,0.97875,0.0019764235376052,0.9159943785349116,0.008230199721073,0.946875,0.004941058844013,nueva_4_capas,132,False,False
224,20-19-18-17-2,5,UjaNet,DeepONMF_H5,0.966,0.0082462112512353,0.9149999999999998,0.0206155281280883,0.97875,0.0051538820320221,0.916853647475826,0.0195399446854389,0.946875,0.0128847050800551,nueva_5_capas,222,True,False
225,6-5-4-3-2,5,UjaNet,DeepONMF_H5,0.9656,0.0066932802122726,0.914,0.0167332005306815,0.9785,0.0041833001326703,0.9176151619701176,0.0163359925191111,0.94625,0.0104582503316759,nueva_5_capas,223,True,False
226,14-10-8-6-4,5,UjaNet,DeepONMF_H5,0.9656,0.008173126696681,0.914,0.0204328167417025,0.9785,0.0051082041854256,0.9156560268648584,0.0192134247261098,0.94625,0.0127705104635641,nueva_5_capas,224,True,False
227,7-5-4-2,4,SVM,DeepONMF_H4,0.9652,0.0067230945255886,0.913,0.0168077363139716,0.97825,0.0042019340784928,0.9150792089516164,0.0174287256367306,0.945625,0.0105048351962322,nueva_4_capas,203,False,False
228,14-3,2,SVM,DeepONMF_H2,0.9652,0.0057619441163551,0.913,0.0144048602908879,0.97825,0.0036012150727219,0.9150354302005004,0.0161651201577335,0.945625,0.0090030376818049,anterior,28,False,False
229,6-3,2,SVM,DeepONMF_H2,0.9652,0.009959919678391,0.913,0.0248997991959774,0.97825,0.0062249497989944,0.9142457672282528,0.0260606291367553,0.945625,0.0155623744974859,anterior,173,False,False
230,9-3,2,SVM,DeepONMF_H2,0.9652,0.0103537432844358,0.913,0.0258843582110895,0.97825,0.0064710895527724,0.9136136029866216,0.0268147871044433,0.945625,0.0161777238819309,anterior,41,False,False
231,20-19-3-2,4,UjaNet,DeepONMF_H4,0.9652,0.0122963409191514,0.913,0.0307408522978788,0.9782499999999998,0.0076852130744697,0.915222036466274,0.0292666457359766,0.945625,0.0192130326861743,nueva_4_capas,225,True,False
232,20-4-3-2,4,SVM,DeepONMF_H4,0.9652,0.0087863530545955,0.913,0.0219658826364887,0.9782499999999998,0.0054914706591222,0.9143069217848776,0.0229978441814859,0.945625,0.0137286766478054,nueva_4_capas,202,False,False
233,7-5-3,3,SVM,DeepONMF_H3,0.9652,0.0106395488626163,0.913,0.0265988721565408,0.9782499999999998,0.0066497180391351,0.913826974833244,0.0280506012771512,0.945625,0.016624295097838,anterior,190,False,False
234,20-19-18-17,4,UjaNet,DeepONMF_H4,0.9648,0.0108258948821794,0.912,0.0270647372054487,0.978,0.0067661843013622,0.9148104092470314,0.0252422376883551,0.945,0.0169154607534054,nueva_4_capas,226,True,False
235,15-12-9-6-3,5,UjaNet,DeepONMF_H5,0.9644,0.0101390334845092,0.911,0.0253475837112731,0.97775,0.0063368959278182,0.9140106367666327,0.0229402896996763,0.944375,0.0158422398195457,anterior,227,True,False
236,8-7-5-2,4,SVM,DeepONMF_H4,0.9644,0.005899152481501,0.911,0.0147478812037527,0.97775,0.003686970300938,0.9135484336683284,0.0169826336967063,0.944375,0.0092174257523454,nueva_4_capas,204,False,False
237,17-3,2,SVM,DeepONMF_H2,0.9643999999999998,0.0086486993241758,0.911,0.0216217483104396,0.97775,0.0054054370776099,0.911701563902388,0.0214453131048007,0.944375,0.0135135926940247,anterior,25,False,False
238,20-19-18-3-2,5,UjaNet,DeepONMF_H5,0.964,0.0130384048104052,0.91,0.0325960120260132,0.9775,0.0081490030065033,0.913745177980022,0.0294855238428097,0.94375,0.0203725075162582,nueva_5_capas,228,True,False
239,12-3,2,SVM,DeepONMF_H2,0.964,0.0095916630466254,0.91,0.0239791576165635,0.9775,0.0059947894041409,0.9114137529973888,0.0249182885180749,0.94375,0.0149869735103522,anterior,113,False,False
240,20-5-4-3-2,5,SVM,DeepONMF_H5,0.964,0.0046904157598234,0.91,0.0117260393995586,0.9775,0.0029315098498895,0.9111056524253228,0.0122658502090493,0.94375,0.0073287746247241,nueva_5_capas,212,False,False
241,10-3,2,SVM,DeepONMF_H2,0.964,0.0088317608663278,0.91,0.0220794021658196,0.9775,0.0055198505414549,0.9109966365756138,0.0225592666754589,0.94375,0.0137996263536372,anterior,7,False,False
242,10-8-3,3,SVM,DeepONMF_H3,0.9636,0.0074027022093286,0.909,0.0185067555233217,0.97725,0.0046266888808304,0.9111680512275327,0.0200792233784226,0.943125,0.0115667222020761,anterior,40,False,False
243,9-7-5-3,4,SVM,DeepONMF_H4,0.9636,0.0093166517590816,0.909,0.0232916293977041,0.97725,0.005822907349426,0.9105311610797204,0.024201766205947,0.943125,0.0145572683735651,anterior,199,False,False
244,8-3,2,SVM,DeepONMF_H2,0.9636,0.0086486993241758,0.909,0.0216217483104396,0.97725,0.0054054370776099,0.9103172923687,0.0230142236178042,0.943125,0.0135135926940248,anterior,111,False,False
245,20-12-4-3-2,5,SVM,DeepONMF_H5,0.9636,0.0077974354758472,0.909,0.0194935886896179,0.97725,0.0048733971724044,0.909732850868362,0.0208578814292982,0.943125,0.0121834929310111,nueva_5_capas,219,False,False
246,7-3,2,SVM,DeepONMF_H2,0.9632,0.0064187226143525,0.908,0.0160468065358811,0.977,0.0040117016339702,0.9085632585526976,0.0165945941129911,0.9425,0.0100292540849257,anterior,78,False,False
247,20-16-12-8-4,5,UjaNet,DeepONMF_H5,0.9632,0.0076941536246685,0.908,0.0192353840616713,0.977,0.0048088460154179,0.9085022111196692,0.0191722542369379,0.9425,0.0120221150385445,anterior,229,True,False
248,13-3,2,SVM,DeepONMF_H2,0.9624,0.0066932802122725,0.906,0.0167332005306815,0.9765,0.0041833001326704,0.9077650641475602,0.0189066955909487,0.94125,0.0104582503316759,anterior,149,False,False
249,11-4,2,SVM,DeepONMF_H2,0.9624,0.0087635609200826,0.906,0.0219089023002066,0.9765,0.0054772255750516,0.907742396716506,0.022585757200386,0.94125,0.0136930639376291,anterior,115,False,False
250,11-3,2,SVM,DeepONMF_H2,0.9624,0.0079246451024635,0.906,0.0198116127561589,0.9765,0.0049529031890397,0.9067477583329748,0.0208722060945404,0.94125,0.0123822579725993,anterior,20,False,False
