distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,pareja,sentido,orden_excel,dimensiones_repetidas
22-17-13-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.95068158200379,0.96875,200,90,decreciente,178,False
22-17-13-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9302505668359328,0.95625,200,90,decreciente,178,False
10-13-17-22,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9434920634920636,0.9625,200,90,creciente,179,False
10-13-17-22,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.891025006251563,0.928125,200,90,creciente,179,False
10-13-17-22,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.916090666090666,0.946875,200,90,creciente,179,False
10-13-17-22,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9265596345530758,0.95,200,90,creciente,179,False
10-13-17-22,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9079818043040124,0.940625,200,90,creciente,179,False
20-2,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.966040257719214,0.978125,200,91,decreciente,180,False
20-2,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9256864317839928,0.953125,200,91,decreciente,180,False
20-2,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9176163097215728,0.946875,200,91,decreciente,180,False
20-2,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9121752107064224,0.94375,200,91,decreciente,180,False
20-2,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9456246086541338,0.965625,200,91,decreciente,180,False
2-20,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9151515151515152,0.946875,200,91,creciente,181,False
2-20,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8951099486583358,0.93125,200,91,creciente,181,False
2-20,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9218752963489808,0.95,200,91,creciente,181,False
2-20,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9107050497442176,0.94375,200,91,creciente,181,False
2-20,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.940570204350692,0.9625,200,91,creciente,181,False
20-6-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9460289732240952,0.965625,200,92,decreciente,182,False
20-6-2,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9057882727202368,0.940625,200,92,decreciente,182,False
20-6-2,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8860252444915753,0.925,200,92,decreciente,182,False
20-6-2,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9482800982800984,0.965625,200,92,decreciente,182,False
20-6-2,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9312446767324816,0.95625,200,92,decreciente,182,False
2-6-20,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.945999962097523,0.965625,200,92,creciente,183,False
2-6-20,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8907950514764791,0.928125,200,92,creciente,183,False
2-6-20,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9168363215731636,0.946875,200,92,creciente,183,False
2-6-20,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9252313946216384,0.953125,200,92,creciente,183,False
2-6-20,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.914215048517374,0.94375,200,92,creciente,183,False
20-9-4-2,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9515343165059555,0.96875,200,93,decreciente,184,False
20-9-4-2,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9128020256281124,0.94375,200,93,decreciente,184,False
20-9-4-2,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.911065162907268,0.94375,200,93,decreciente,184,False
20-9-4-2,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9205357603258908,0.946875,200,93,decreciente,184,False
20-9-4-2,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9152677147413992,0.946875,200,93,decreciente,184,False
2-4-9-20,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9293712649526604,0.953125,200,93,creciente,185,False
2-4-9-20,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8911258757940681,0.93125,200,93,creciente,185,False
2-4-9-20,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9151860855043228,0.946875,200,93,creciente,185,False
2-4-9-20,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9262213380534424,0.953125,200,93,creciente,185,False
2-4-9-20,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.955091575091575,0.971875,200,93,creciente,185,False
20-4,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.942155777039498,0.9625,200,94,decreciente,186,False
20-4,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.9027416592416592,0.934375,200,94,decreciente,186,False
20-4,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9219763467866284,0.95,200,94,decreciente,186,False
20-4,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.96095818815331,0.975,200,94,decreciente,186,False
20-4,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.95581166800679,0.971875,200,94,decreciente,186,False
4-20,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9200059630292188,0.95,200,94,creciente,187,False
4-20,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9297801700984076,0.95625,200,94,creciente,187,False
4-20,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9303595997498436,0.95625,200,94,creciente,187,False
4-20,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.951497639447456,0.96875,200,94,creciente,187,False
4-20,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9407966851869292,0.9625,200,94,creciente,187,False
20-9-4,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9610743321718932,0.975,200,95,decreciente,188,False
20-9-4,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8950000000000001,0.97375,0.8964284442545312,0.934375,200,95,decreciente,188,False
20-9-4,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9205387323708368,0.95,200,95,decreciente,188,False
20-9-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.94640350877193,0.965625,200,95,decreciente,188,False
20-9-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9468819559206934,0.965625,200,95,decreciente,188,False
4-9-20,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9492788971367976,0.965625,200,95,creciente,189,False
4-9-20,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8938116550440043,0.9343749999999998,200,95,creciente,189,False
4-9-20,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9153093660439092,0.946875,200,95,creciente,189,False
4-9-20,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9171643421277716,0.946875,200,95,creciente,189,False
4-9-20,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9562918660287082,0.971875,200,95,creciente,189,False
20-12-7-4,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9648655409631018,0.978125,200,96,decreciente,190,False
20-12-7-4,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8959149758240061,0.934375,200,96,decreciente,190,False
20-12-7-4,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9246658896658896,0.95,200,96,decreciente,190,False
20-12-7-4,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9206642074228724,0.95,200,96,decreciente,190,False
20-12-7-4,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9457515904600718,0.965625,200,96,decreciente,190,False
4-7-12-20,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.936506859428315,0.9593750000000002,200,96,creciente,191,False
4-7-12-20,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9067387839991355,0.940625,200,96,creciente,191,False
4-7-12-20,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9405081817506812,0.9625,200,96,creciente,191,False
4-7-12-20,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9098202959830868,0.940625,200,96,creciente,191,False
4-7-12-20,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.946059573501434,0.965625,200,96,creciente,191,False
20-6,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9420672894357104,0.9625,200,97,decreciente,192,False
20-6,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9253889885918128,0.953125,200,97,decreciente,192,False
20-6,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9261489411489412,0.953125,200,97,decreciente,192,False
20-6,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9282700511915069,0.953125,200,97,decreciente,192,False
20-6,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9254836306184188,0.953125,200,97,decreciente,192,False
6-20,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9650785735445556,0.978125,200,97,creciente,193,False
6-20,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9097619047619048,0.94375,200,97,creciente,193,False
6-20,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9405214811028764,0.9625,200,97,creciente,193,False
6-20,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9403094744365604,0.9625,200,97,creciente,193,False
6-20,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9505062687989516,0.96875,200,97,creciente,193,False
20-11-6,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.9600000000000002,0.99,0.9610340038105212,0.975,200,98,decreciente,194,False
20-11-6,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9058521303258144,0.940625,200,98,decreciente,194,False
20-11-6,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9072137443299566,0.940625,200,98,decreciente,194,False
20-11-6,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9352705332203496,0.959375,200,98,decreciente,194,False
20-11-6,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.961062271062271,0.975,200,98,decreciente,194,False
6-11-20,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9406685597956456,0.9625,200,98,creciente,195,False
6-11-20,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8822488883236066,0.91875,200,98,creciente,195,False
6-11-20,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.921218683397386,0.95,200,98,creciente,195,False
6-11-20,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9207543483474164,0.95,200,98,creciente,195,False
6-11-20,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9366746824193634,0.95625,200,98,creciente,195,False
20-13-9-6,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9571029605689424,0.971875,200,99,decreciente,196,False
20-13-9-6,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9111821577675236,0.94375,200,99,decreciente,196,False
20-13-9-6,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9314754835807468,0.95625,200,99,decreciente,196,False
20-13-9-6,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.90781177750578,0.940625,200,99,decreciente,196,False
20-13-9-6,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9505417624737266,0.96875,200,99,decreciente,196,False
6-9-13-20,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9500399622350842,0.96875,200,99,creciente,197,False
6-9-13-20,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.914910214547197,0.946875,200,99,creciente,197,False
6-9-13-20,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9307924125510776,0.95625,200,99,creciente,197,False
6-9-13-20,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.912905108129755,0.94375,200,99,creciente,197,False
6-9-13-20,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9501378446115288,0.96875,200,99,creciente,197,False
20-8,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9715227021040974,0.98125,200,100,decreciente,198,False
20-8,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8970849086694876,0.93125,200,100,decreciente,198,False
20-8,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9321767327959278,0.95625,200,100,decreciente,198,False
20-8,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9603234164209772,0.975,200,100,decreciente,198,False
20-8,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.95068158200379,0.96875,200,100,decreciente,198,False
8-20,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9514783839917434,0.96875,200,100,creciente,199,False
8-20,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9106406309588684,0.94375,200,100,creciente,199,False
8-20,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9215250132836784,0.95,200,100,creciente,199,False
8-20,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.94552694347676,0.965625,200,100,creciente,199,False
8-20,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.919089966531827,0.946875,200,100,creciente,199,False
20-13-8,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9759053049526824,0.984375,200,101,decreciente,200,False
20-13-8,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8889101311152643,0.925,200,101,decreciente,200,False
20-13-8,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9116352378271884,0.94375,200,101,decreciente,200,False
20-13-8,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9311529057164488,0.95625,200,101,decreciente,200,False
20-13-8,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9506834628785849,0.96875,200,101,decreciente,200,False
8-13-20,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9454487333985496,0.965625,200,101,creciente,201,False
8-13-20,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8968332789227327,0.9343749999999998,200,101,creciente,201,False
8-13-20,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.91123853001454,0.94375,200,101,creciente,201,False
8-13-20,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9364260312944525,0.95625,200,101,creciente,201,False
8-13-20,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9599571160546768,0.975,200,101,creciente,201,False
20-15-11-8,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.936701660232872,0.959375,200,102,decreciente,202,False
20-15-11-8,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.899982705543761,0.934375,200,102,decreciente,202,False
20-15-11-8,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9214053728129616,0.9499999999999998,200,102,decreciente,202,False
20-15-11-8,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9353465982028242,0.959375,200,102,decreciente,202,False
20-15-11-8,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.936286918045583,0.9593750000000002,200,102,decreciente,202,False
8-11-15-20,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9303529803529804,0.95625,200,102,creciente,203,False
8-11-15-20,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8971090770404271,0.934375,200,102,creciente,203,False
8-11-15-20,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9066666666666666,0.9375,200,102,creciente,203,False
8-11-15-20,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9566199958205212,0.971875,200,102,creciente,203,False
8-11-15-20,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9340219651089215,0.95625,200,102,creciente,203,False
20-10,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,196,796,4,4,0.992,0.98,0.995,0.9803479853479852,0.9875,200,103,decreciente,204,False
20-10,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8819243716567104,0.91875,200,103,decreciente,204,False
20-10,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9224518598937204,0.95,200,103,decreciente,204,False
20-10,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9349874921826142,0.959375,200,103,decreciente,204,False
20-10,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.935796685186929,0.959375,200,103,decreciente,204,False
10-20,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9501739745642184,0.96875,200,103,creciente,205,False
10-20,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9001961085356613,0.9375,200,103,creciente,205,False
10-20,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9218957268375872,0.946875,200,103,creciente,205,False
10-20,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9416483516483516,0.9625,200,103,creciente,205,False
10-20,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9575213675213676,0.971875,200,103,creciente,205,False
20-14-10,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9565043870857824,0.971875,200,104,decreciente,206,False
20-14-10,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9397248280175112,0.9625,200,104,decreciente,206,False
20-14-10,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.931349586086428,0.95625,200,104,decreciente,206,False
20-14-10,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9406825224411872,0.9625,200,104,decreciente,206,False
20-14-10,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9706959706959706,0.98125,200,104,decreciente,206,False
10-14-20,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,188,788,12,12,0.9760000000000002,0.94,0.985,0.940630260440542,0.9625,200,104,creciente,207,False
10-14-20,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9049685932182872,0.940625,200,104,creciente,207,False
10-14-20,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9159016952040208,0.946875,200,104,creciente,207,False
10-14-20,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9218471043440444,0.95,200,104,creciente,207,False
10-14-20,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.945856809730888,0.965625,200,104,creciente,207,False
20-16-13-10,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9564459930313588,0.971875,200,105,decreciente,208,False
20-16-13-10,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9225595274908776,0.95,200,105,decreciente,208,False
20-16-13-10,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9214031092593352,0.95,200,105,decreciente,208,False
20-16-13-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9119298922024892,0.94375,200,105,decreciente,208,False
20-16-13-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9564093159728588,0.971875,200,105,decreciente,208,False
10-13-16-20,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.94479894528675,0.965625,200,105,creciente,209,False
10-13-16-20,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9078371956202236,0.940625,200,105,creciente,209,False
10-13-16-20,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9212632895559724,0.95,200,105,creciente,209,False
10-13-16-20,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9410936800310477,0.9625,200,105,creciente,209,False
10-13-16-20,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9653658536585368,0.978125,200,105,creciente,209,False
18-2,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9701937771257412,0.98125,200,106,decreciente,210,False
18-2,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9246115288220552,0.953125,200,106,decreciente,210,False
