distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,pareja,sentido,orden_excel,dimensiones_repetidas
12-8-6-4,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9186646686646686,0.946875,200,156,decreciente,310,False
12-8-6-4,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9567357346855512,0.971875,200,156,decreciente,310,False
12-8-6-4,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9705788862399902,0.98125,200,156,decreciente,310,False
4-6-8-12,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9554260651629072,0.971875,200,156,creciente,311,False
4-6-8-12,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9246491463179524,0.9531249999999998,200,156,creciente,311,False
4-6-8-12,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9100267300267302,0.94375,200,156,creciente,311,False
4-6-8-12,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9116832149512688,0.94375,200,156,creciente,311,False
4-6-8-12,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9427045996365636,0.9625,200,156,creciente,311,False
12-6,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9711962833914054,0.98125,200,157,decreciente,312,False
12-6,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9224108633104962,0.95,200,157,decreciente,312,False
12-6,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9358612163490212,0.959375,200,157,decreciente,312,False
12-6,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.926105385842228,0.953125,200,157,decreciente,312,False
12-6,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9757080318055928,0.9843749999999998,200,157,decreciente,312,False
6-12,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9501031894934334,0.96875,200,157,creciente,313,False
6-12,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9210324046897648,0.95,200,157,creciente,313,False
6-12,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9180642997632754,0.946875,200,157,creciente,313,False
6-12,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9370612599827156,0.959375,200,157,creciente,313,False
6-12,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9460007059723452,0.965625,200,157,creciente,313,False
12-8-6,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9754699365674976,0.984375,200,158,decreciente,314,False
12-8-6,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9131179178911988,0.94375,200,158,decreciente,314,False
12-8-6,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9296732026143792,0.953125,200,158,decreciente,314,False
12-8-6,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.94532247598358,0.965625,200,158,decreciente,314,False
12-8-6,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9666837227812838,0.978125,200,158,decreciente,314,False
6-8-12,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9661492073917068,0.978125,200,158,creciente,315,False
6-8-12,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9088892288861689,0.9375,200,158,creciente,315,False
6-8-12,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9213400634453264,0.95,200,158,creciente,315,False
6-8-12,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9575858250276856,0.971875,200,158,creciente,315,False
6-8-12,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9505336911150865,0.96875,200,158,creciente,315,False
12-10-8-6,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9702197802197804,0.98125,200,159,decreciente,316,False
12-10-8-6,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8947989438197517,0.934375,200,159,decreciente,316,False
12-10-8-6,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9233889416816248,0.95,200,159,decreciente,316,False
12-10-8-6,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9263815068693118,0.953125,200,159,decreciente,316,False
12-10-8-6,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9168550163287004,0.946875,200,159,decreciente,316,False
6-8-10-12,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9603046076730288,0.975,200,159,creciente,317,False
6-8-10-12,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9049685932182872,0.940625,200,159,creciente,317,False
6-8-10-12,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9205962059620596,0.95,200,159,creciente,317,False
6-8-10-12,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9260305077891728,0.953125,200,159,creciente,317,False
6-8-10-12,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9554453676404896,0.971875,200,159,creciente,317,False
12-8,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9705610179294388,0.98125,200,160,decreciente,318,False
12-8,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.916779448621554,0.946875,200,160,decreciente,318,False
12-8,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9262483067361116,0.953125,200,160,decreciente,318,False
12-8,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9267038090722302,0.953125,200,160,decreciente,318,False
12-8,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9752376485303316,0.984375,200,160,decreciente,318,False
8-12,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.950855484394906,0.96875,200,160,creciente,319,False
8-12,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.916122933564794,0.946875,200,160,creciente,319,False
8-12,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.92694605640153,0.953125,200,160,creciente,319,False
8-12,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9068185542320538,0.940625,200,160,creciente,319,False
8-12,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.965689223057644,0.978125,200,160,creciente,319,False
12-10-8,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9553113553113552,0.971875,200,161,decreciente,320,False
12-10-8,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.916065162907268,0.946875,200,161,decreciente,320,False
12-10-8,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.932144522144522,0.95625,200,161,decreciente,320,False
12-10-8,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9219867899164552,0.95,200,161,decreciente,320,False
12-10-8,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9519087234061708,0.96875,200,161,decreciente,320,False
8-10-12,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9469487672670048,0.965625,200,161,creciente,321,False
8-10-12,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9204224874911804,0.95,200,161,creciente,321,False
8-10-12,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.935020870602266,0.959375,200,161,creciente,321,False
8-10-12,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9418600989653624,0.9625,200,161,creciente,321,False
8-10-12,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9702067786727608,0.98125,200,161,creciente,321,False
12-10-9-8,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9521324582016584,0.96875,200,162,decreciente,322,False
12-10-9-8,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.930848332953596,0.95625,200,162,decreciente,322,False
12-10-9-8,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9108896928052376,0.94375,200,162,decreciente,322,False
12-10-9-8,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.955836236933798,0.971875,200,162,decreciente,322,False
12-10-9-8,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9605856338783167,0.975,200,162,decreciente,322,False
8-9-10-12,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9762904140669312,0.984375,200,162,creciente,323,False
8-9-10-12,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9167401231725824,0.94375,200,162,creciente,323,False
8-9-10-12,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9269482068319276,0.953125,200,162,creciente,323,False
8-9-10-12,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9458498661681036,0.965625,200,162,creciente,323,False
8-9-10-12,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9651094434021265,0.978125,200,162,creciente,323,False
12-10,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.9600000000000002,0.99,0.9602313946216384,0.975,200,163,decreciente,324,False
12-10,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9153818278053284,0.946875,200,163,decreciente,324,False
12-10,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9365897260634104,0.959375,200,163,decreciente,324,False
12-10,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9349687304565354,0.959375,200,163,decreciente,324,False
12-10,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.957313655336911,0.971875,200,163,decreciente,324,False
10-12,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.961118337534136,0.975,200,163,creciente,325,False
10-12,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9116309272123224,0.94375,200,163,creciente,325,False
10-12,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9355845380263984,0.959375,200,163,creciente,325,False
10-12,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9212487401146088,0.95,200,163,creciente,325,False
10-12,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9513240418118468,0.96875,200,163,creciente,325,False
12-11-10,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,197,797,3,3,0.994,0.985,0.99625,0.9860465116279068,0.990625,200,164,decreciente,326,False
12-11-10,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9312908192204844,0.95625,200,164,decreciente,326,False
12-11-10,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9248930487569768,0.953125,200,164,decreciente,326,False
12-11-10,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9371350871350872,0.959375,200,164,decreciente,326,False
12-11-10,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.958649885583524,0.971875,200,164,decreciente,326,False
10-11-12,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9615555176530788,0.975,200,164,creciente,327,False
10-11-12,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9166274661011504,0.9468749999999998,200,164,creciente,327,False
10-11-12,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9047228984805484,0.940625,200,164,creciente,327,False
10-11-12,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.941959751959752,0.9625,200,164,creciente,327,False
10-11-12,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.96095818815331,0.975,200,164,creciente,327,False
12-11-11-10,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9755918877870098,0.984375,200,165,decreciente,328,True
12-11-11-10,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8991070605489211,0.93125,200,165,decreciente,328,True
12-11-11-10,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9165247033668086,0.946875,200,165,decreciente,328,True
12-11-11-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.94532247598358,0.965625,200,165,decreciente,328,True
12-11-11-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9457061979526676,0.965625,200,165,decreciente,328,True
10-11-11-12,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9562941123916732,0.971875,200,165,creciente,329,True
10-11-11-12,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.9001612662762923,0.9312499999999998,200,165,creciente,329,True
10-11-11-12,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9199093076694056,0.95,200,165,creciente,329,True
10-11-11-12,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9145601766654398,0.94375,200,165,creciente,329,True
10-11-11-12,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9602072724023945,0.975,200,165,creciente,329,True
10-2,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9663944969758924,0.978125,200,166,decreciente,330,False
10-2,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9097013190036446,0.94375,200,166,decreciente,330,False
10-2,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9214031092593352,0.95,200,166,decreciente,330,False
10-2,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9481565513329552,0.965625,200,166,decreciente,330,False
10-2,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9615550239234448,0.975,200,166,decreciente,330,False
2-10,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9757080318055928,0.984375,200,166,creciente,331,False
2-10,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9112590539835124,0.94375,200,166,creciente,331,False
2-10,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.913064911932455,0.94375,200,166,creciente,331,False
2-10,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9505605712216753,0.96875,200,166,creciente,331,False
2-10,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.945662226150031,0.965625,200,166,creciente,331,False
10-4-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9556285984051156,0.971875,200,167,decreciente,332,False
10-4-2,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9038629853332442,0.9375,200,167,decreciente,332,False
10-4-2,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9220563487268294,0.95,200,167,decreciente,332,False
10-4-2,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8804029304029303,0.925,200,167,decreciente,332,False
10-4-2,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9400463165418236,0.9625,200,167,decreciente,332,False
2-4-10,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9506025953110766,0.96875,200,167,creciente,333,False
2-4-10,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8961941716819766,0.934375,200,167,creciente,333,False
2-4-10,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9069505650333785,0.940625,200,167,creciente,333,False
2-4-10,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9171185539606592,0.946875,200,167,creciente,333,False
2-4-10,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9277491318530988,0.953125,200,167,creciente,333,False
10-6-3-2,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.952203765227021,0.96875,200,168,decreciente,334,False
10-6-3-2,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.8994866458758747,0.9375,200,168,decreciente,334,False
10-6-3-2,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9253414927833532,0.953125,200,168,decreciente,334,False
10-6-3-2,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9260287081339712,0.953125,200,168,decreciente,334,False
10-6-3-2,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9369903125717078,0.959375,200,168,decreciente,334,False
2-3-6-10,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9315137437088656,0.95625,200,168,creciente,335,False
2-3-6-10,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8929594207571017,0.928125,200,168,creciente,335,False
2-3-6-10,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9261581985266196,0.953125,200,168,creciente,335,False
2-3-6-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9504636826588044,0.96875,200,168,creciente,335,False
2-3-6-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9451531845434284,0.965625,200,168,creciente,335,False
10-4,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.971040257719214,0.98125,200,169,decreciente,336,False
10-4,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9155559352927776,0.946875,200,169,decreciente,336,False
10-4,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9306142167011732,0.953125,200,169,decreciente,336,False
10-4,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9328104720109972,0.95625,200,169,decreciente,336,False
10-4,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9312447786131998,0.95625,200,169,decreciente,336,False
4-10,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9611900294827124,0.975,200,169,creciente,337,False
4-10,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9291327913279132,0.953125,200,169,creciente,337,False
4-10,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9215168533489578,0.95,200,169,creciente,337,False
4-10,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9355832038758868,0.959375,200,169,creciente,337,False
4-10,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9558049203684634,0.971875,200,169,creciente,337,False
10-6-4,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9612711586112188,0.975,200,170,decreciente,338,False
10-6-4,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.90585020242915,0.940625,200,170,decreciente,338,False
10-6-4,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.923012441879985,0.95,200,170,decreciente,338,False
10-6-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9176829097881728,0.9468749999999998,200,170,decreciente,338,False
10-6-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9033050733050734,0.9375,200,170,decreciente,338,False
4-6-10,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.95479894528675,0.971875,200,170,creciente,339,False
4-6-10,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9232042189488998,0.95,200,170,creciente,339,False
4-6-10,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.940747575557857,0.9625,200,170,creciente,339,False
4-6-10,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9115585475316198,0.94375,200,170,creciente,339,False
4-6-10,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9514123652864436,0.96875,200,170,creciente,339,False
10-7-5-4,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.965648894696272,0.978125,200,171,decreciente,340,False
10-7-5-4,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9206303962117915,0.95,200,171,decreciente,340,False
10-7-5-4,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.911975546975547,0.94375,200,171,decreciente,340,False
10-7-5-4,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9051270730567385,0.940625,200,171,decreciente,340,False
10-7-5-4,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9550771863993944,0.971875,200,171,decreciente,340,False
4-5-7-10,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9704878048780488,0.98125,200,171,creciente,341,False
4-5-7-10,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.921063936063936,0.95,200,171,creciente,341,False
4-5-7-10,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9023088023088022,0.9375,200,171,creciente,341,False
4-5-7-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.911492642553633,0.94375,200,171,creciente,341,False
4-5-7-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9613953488372092,0.975,200,171,creciente,341,False
10-6,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9573931623931624,0.971875,200,172,decreciente,342,False
